tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
676440007570247681,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,2,Maltese_dog,57.95,True,toy_poodle,13.34,True,Shih-Tzu,9.44,True,748.0,1863.0
676470639084101634,https://pbs.twimg.com/media/CWNOdIpWoAAWid2.jpg,1,golden_retriever,79.04,True,borzoi,2.29,True,dingo,1.53,False,5224.0,12616.0
676496375194980353,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg,1,pug,98.54,True,Norwegian_elkhound,0.44,True,French_bulldog,0.39,True,602.0,1641.0
676533798876651520,https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg,1,chow,26.53,True,ice_bear,16.76,False,fur_coat,11.75,False,621.0,2025.0
676575501977128964,https://pbs.twimg.com/media/CWOt07EUsAAnOYW.jpg,1,feather_boa,42.41,False,Yorkshire_terrier,7.31,True,Shetland_sheepdog,5.76,True,1254.0,2807.0
676582956622721024,https://pbs.twimg.com/media/CWO0m8tUwAAB901.jpg,1,seat_belt,79.0,False,Boston_bull,19.63,True,French_bulldog,1.24,True,312.0,1310.0
676588346097852417,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg,1,Boston_bull,97.66,True,French_bulldog,1.43,True,Chihuahua,0.23,True,896.0,2533.0
676603393314578432,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,1,whippet,87.7,True,Great_Dane,3.42,True,boxer,2.84,True,440.0,1280.0
676606785097199616,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg,1,Loafer,20.3,False,doormat,20.04,False,malinois,14.23,True,490.0,2039.0
676613908052996102,https://pbs.twimg.com/media/CWPQwmJWUAAu_At.jpg,1,book_jacket,49.38,False,Doberman,9.64,True,miniature_pinscher,7.06,True,219.0,1183.0
676617503762681856,https://pbs.twimg.com/media/CWPUB9TWwAALPPx.jpg,1,Chihuahua,84.11,True,Pomeranian,12.05,True,Pekinese,0.66,True,1108.0,3149.0
676776431406465024,https://pbs.twimg.com/ext_tw_video_thumb/676776408941662209/pu/img/k-6I3YEZAQtYPBXR.jpg,1,doormat,20.13,False,dishwasher,19.17,False,microwave,3.81,False,2249.0,5405.0
676811746707918848,https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg,1,Chihuahua,44.09,True,Pomeranian,34.58,True,cocker_spaniel,6.03,True,469.0,1536.0
676819651066732545,https://pbs.twimg.com/media/CWSL4W8WsAAE4KU.jpg,2,rain_barrel,62.56,False,barrel,13.84,False,Labrador_retriever,3.95,True,741.0,1957.0
676821958043033607,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg,2,Great_Pyrenees,86.98,True,kuvasz,7.98,True,standard_poodle,1.33,True,17605.0,25124.0
676864501615042560,https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg,1,Chesapeake_Bay_retriever,37.11,True,water_buffalo,9.96,False,Weimaraner,4.9,True,808.0,2294.0
676897532954456065,https://pbs.twimg.com/media/CWTSt0UW4AALMNB.jpg,1,hamster,62.83,False,guinea_pig,31.86,False,macaque,1.31,False,817.0,2426.0
676936541936185344,https://pbs.twimg.com/media/CWT2MUgWIAECWig.jpg,1,Chesapeake_Bay_retriever,54.53,True,Norwegian_elkhound,8.15,True,space_heater,4.74,False,5515.0,13809.0
676942428000112642,https://pbs.twimg.com/media/CWT7imQXIAMwpQ2.jpg,1,black-footed_ferret,70.72,False,polecat,15.46,False,weasel,9.76,False,855.0,2261.0
676946864479084545,https://pbs.twimg.com/media/CWT_lOQWUAAXPaY.jpg,1,Pekinese,75.27,True,golden_retriever,5.57,True,Great_Pyrenees,4.1,True,426.0,1844.0
676948236477857792,https://pbs.twimg.com/media/CWUA1GFW4AAowiq.jpg,1,guenon,61.16,False,macaque,13.52,False,squirrel_monkey,8.32,False,980.0,2354.0
676949632774234114,https://pbs.twimg.com/media/CWUCGMtWEAAjXnS.jpg,1,Welsh_springer_spaniel,20.65,True,Saint_Bernard,13.93,True,boxer,11.46,True,448.0,1413.0
676957860086095872,https://pbs.twimg.com/ext_tw_video_thumb/676957802976419840/pu/img/dCj-qlXo73A5hf6Q.jpg,1,Labrador_retriever,77.24,True,beagle,5.59,True,golden_retriever,3.12,True,907.0,2395.0
676975532580409345,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg,1,malamute,36.33,True,Siberian_husky,24.59,True,Eskimo_dog,12.55,True,1203.0,3015.0
677187300187611136,https://pbs.twimg.com/media/CWXaQMBWcAAATDi.jpg,1,English_setter,28.24,True,Shih-Tzu,8.41,True,Old_English_sheepdog,5.95,True,1033.0,2981.0
677228873407442944,https://pbs.twimg.com/media/CWYAEINW4AIuw8P.jpg,1,common_iguana,56.63,False,tennis_ball,15.46,False,green_lizard,4.5,False,1840.0,3837.0
677269281705472000,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg,1,Shetland_sheepdog,65.66,True,collie,19.54,True,German_shepherd,1.31,True,790.0,2164.0
677301033169788928,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,1,Japanese_spaniel,66.12,True,Pekinese,15.01,True,Chihuahua,11.97,True,471.0,1362.0
677314812125323265,https://pbs.twimg.com/media/CWZOOIUW4AAQrX_.jpg,2,Blenheim_spaniel,92.41,True,Japanese_spaniel,5.48,True,Chihuahua,0.82,True,611.0,1799.0
677328882937298944,https://pbs.twimg.com/media/CWZbBlAUsAAjRg5.jpg,1,water_buffalo,42.42,False,kelpie,2.91,True,Staffordshire_bullterrier,2.85,True,1693.0,3938.0
677331501395156992,https://pbs.twimg.com/media/CWZdaGxXAAAjGjb.jpg,1,beagle,31.35,True,boxer,21.85,True,French_bulldog,10.65,True,265.0,1189.0
677334615166730240,https://pbs.twimg.com/media/CWZgPPUWUAAUOvu.jpg,2,Lakeland_terrier,85.94,True,Airedale,6.73,True,Irish_water_spaniel,4.95,True,328.0,1477.0
677530072887205888,https://pbs.twimg.com/media/CWcSAI-WUAAOB9W.jpg,1,Staffordshire_bullterrier,68.93,True,Norwegian_elkhound,2.61,True,American_Staffordshire_terrier,2.31,True,250.0,1161.0
677547928504967168,https://pbs.twimg.com/media/CWciPonWEAUOqLD.jpg,1,American_Staffordshire_terrier,91.5,True,Staffordshire_bullterrier,8.44,True,boxer,0.05,True,4076.0,7568.0
677557565589463040,https://pbs.twimg.com/media/CWcrAVQWEAA6QMp.jpg,1,seat_belt,27.73,False,Shih-Tzu,24.9,True,Pekinese,20.92,True,1322.0,2665.0
677565715327688705,https://pbs.twimg.com/media/CWcybBmWcAAigAQ.jpg,1,basset,39.73,True,Welsh_springer_spaniel,19.96,True,purse,10.56,False,513.0,1409.0
677573743309385728,https://pbs.twimg.com/media/CWc5uVPXIAErLYr.jpg,2,patio,53.51,False,folding_chair,8.04,False,parallel_bars,3.48,False,819.0,2322.0
677644091929329666,https://pbs.twimg.com/ext_tw_video_thumb/677644010865999872/pu/img/zVHEMYnJKzq1SauT.jpg,1,Chihuahua,62.62,True,Italian_greyhound,12.85,True,swing,5.98,False,886.0,2040.0
677662372920729601,https://pbs.twimg.com/media/CWeKTZTWsAA5R3Z.jpg,1,cowboy_hat,25.61,False,trench_coat,12.71,False,cloak,7.14,False,1101.0,2134.0
677673981332312066,https://pbs.twimg.com/media/CWeU5LBWEAA8F0J.jpg,1,Maltese_dog,81.79,True,Angora,7.78,False,Pomeranian,2.22,True,1677.0,3603.0
677687604918272002,https://pbs.twimg.com/media/CWehRdEWIAAySyO.jpg,1,Pembroke,57.3,True,sunglasses,12.68,False,golden_retriever,10.8,True,950.0,2681.0
677698403548192770,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg,1,Shih-Tzu,91.66,True,Lhasa,5.79,True,Pekinese,2.01,True,363.0,1332.0
677700003327029250,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg,1,Siberian_husky,12.08,True,junco,7.92,False,malamute,6.31,True,1622.0,3689.0
677716515794329600,https://pbs.twimg.com/media/CWe7kw9W4AE8UJh.jpg,1,teddy,66.29,False,crib,3.19,False,chow,2.54,True,1104.0,3323.0
677895101218201600,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg,1,dalmatian,55.07,True,kuvasz,6.02,True,Great_Pyrenees,5.86,True,2384.0,5275.0
677918531514703872,https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg,1,Eskimo_dog,19.93,True,dalmatian,15.32,True,American_Staffordshire_terrier,10.78,True,463.0,1476.0
678021115718029313,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,1,miniature_pinscher,82.2,True,Doberman,9.61,True,Rottweiler,3.27,True,7148.0,15018.0
678255464182861824,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg,1,Chihuahua,61.38,True,Yorkshire_terrier,12.79,True,Pomeranian,6.21,True,418.0,1726.0
678278586130948096,https://pbs.twimg.com/media/CWm6xySUEAAqfFU.jpg,1,Maltese_dog,89.78,True,Lhasa,3.57,True,Tibetan_terrier,1.71,True,6857.0,12531.0
678334497360859136,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg,1,Norfolk_terrier,37.86,True,golden_retriever,9.56,True,kelpie,8.53,True,304.0,1427.0
678341075375947776,https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg,1,golden_retriever,85.33,True,cocker_spaniel,2.62,True,Labrador_retriever,2.41,True,612.0,1896.0
678380236862578688,https://pbs.twimg.com/media/CWoXOfSUAAA4u8g.jpg,1,dogsled,8.85,False,snowmobile,5.73,False,Samoyed,4.76,True,1020.0,2655.0
678389028614488064,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg,1,miniature_pinscher,51.63,True,kelpie,22.74,True,vizsla,10.32,True,473.0,2044.0
678396796259975168,https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg,2,Pembroke,95.62,True,Cardigan,3.18,True,Chihuahua,0.63,True,478.0,1731.0
678399652199309312,https://pbs.twimg.com/ext_tw_video_thumb/678399528077250560/pu/img/BOjUNHRsYLeSo0hl.jpg,1,swing,92.92,False,Bedlington_terrier,1.5,True,Great_Pyrenees,1.4,True,30742.0,61794.0
678410210315247616,https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg,1,schipperke,14.59,True,Labrador_retriever,9.84,True,kelpie,9.74,True,2072.0,4640.0
678424312106393600,https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg,1,Maltese_dog,75.99,True,toy_poodle,10.12,True,Shih-Tzu,5.6,True,2880.0,5916.0
678446151570427904,https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg,1,Staffordshire_bullterrier,28.45,True,Rottweiler,18.94,True,American_Staffordshire_terrier,18.94,True,1785.0,4358.0
678643457146150913,https://pbs.twimg.com/media/CWsGnyMVEAAM1Y1.jpg,1,Labrador_retriever,33.88,True,flat-coated_retriever,30.45,True,chest,9.34,False,489.0,2250.0
678675843183484930,https://pbs.twimg.com/media/CWskEqnWUAAQZW_.jpg,1,maze,33.98,False,streetcar,9.97,False,sundial,8.48,False,1680.0,3155.0
678740035362037760,https://pbs.twimg.com/media/CWtede2WIAAF_AJ.jpg,1,seat_belt,78.72,False,sunglasses,4.57,False,beagle,2.25,True,1926.0,4099.0
678755239630127104,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg,1,malamute,60.67,True,Border_collie,19.38,True,collie,4.84,True,3741.0,7802.0
678764513869611008,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg,1,Irish_terrier,69.66,True,Australian_terrier,7.5,True,Irish_setter,6.39,True,544.0,1788.0
678767140346941444,https://pbs.twimg.com/media/CWt3G6EVEAIGEPr.jpg,1,harp,82.11,False,window_screen,2.51,False,mosquito_net,1.67,False,1553.0,3864.0
678774928607469569,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg,1,Pembroke,19.47,True,toy_poodle,12.18,True,Pomeranian,9.68,True,1043.0,3037.0
678798276842360832,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,1,Airedale,58.31,True,silky_terrier,12.96,True,Lakeland_terrier,9.47,True,1350.0,3804.0
678800283649069056,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,1,Labrador_retriever,21.37,True,beagle,14.62,True,Airedale,12.27,True,1018.0,2810.0
678969228704284672,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,1,Labrador_retriever,68.03,True,Chesapeake_Bay_retriever,20.17,True,golden_retriever,1.97,True,528.0,1796.0
678991772295516161,https://pbs.twimg.com/media/CWxDaXHWsAAWV8W.jpg,1,Eskimo_dog,33.02,True,Siberian_husky,18.7,True,Chihuahua,10.14,True,1333.0,2537.0
679047485189439488,https://pbs.twimg.com/media/CWx2FaLWcAEQ3vh.jpg,1,panpipe,96.26,False,bannister,2.52,False,golden_retriever,0.29,True,781.0,2460.0
679062614270468097,https://pbs.twimg.com/media/CWyD2HGUYAQ1Xa7.jpg,2,cash_machine,80.23,False,schipperke,4.55,True,German_shepherd,2.34,True,9299.0,18712.0
679111216690831360,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,1,kelpie,18.94,True,beagle,12.2,True,basset,12.12,True,2893.0,6514.0
679132435750195208,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg,1,Scottish_deerhound,19.46,True,Irish_wolfhound,16.29,True,giant_schnauzer,15.98,True,1314.0,3253.0
679148763231985668,https://pbs.twimg.com/media/CWzSMmAWsAAyB1u.jpg,1,Italian_greyhound,30.27,True,hair_slide,12.43,False,Afghan_hound,5.98,True,1163.0,3028.0
679158373988876288,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,1,pug,27.22,True,bull_mastiff,25.15,True,bath_towel,11.68,False,9193.0,23568.0
679462823135686656,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,1,toy_poodle,62.18,True,miniature_poodle,19.78,True,soft-coated_wheaten_terrier,4.67,True,21324.0,34856.0
679475951516934144,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,1,Maltese_dog,14.57,True,toy_poodle,13.94,True,West_Highland_white_terrier,10.88,True,728.0,2304.0
679503373272485890,https://pbs.twimg.com/media/CW4UtmYWsAAEjqA.jpg,1,porcupine,99.98,False,meerkat,0.01,False,echidna,0.0,False,1673.0,3484.0
679511351870550016,https://pbs.twimg.com/media/CW4b-GUWYAAa8QO.jpg,1,Chihuahua,76.2,True,black-footed_ferret,15.06,False,squirrel_monkey,2.81,False,1461.0,3711.0
679527802031484928,https://pbs.twimg.com/media/CW4q7jDWkAA2y8g.jpg,1,mailbox,33.64,False,cannon,15.89,False,cuirass,5.26,False,823.0,2892.0
679530280114372609,https://pbs.twimg.com/media/CW4tL1vWcAIw1dw.jpg,1,dalmatian,75.03,True,jaguar,16.9,False,zebra,0.65,False,2347.0,5208.0
679722016581222400,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,1,boxer,45.96,True,Boston_bull,19.79,True,French_bulldog,8.7,True,539.0,1817.0
679729593985699840,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg,1,wallaby,16.42,False,West_Highland_white_terrier,9.35,True,ashcan,6.73,False,937.0,2367.0
679736210798047232,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,1,French_bulldog,31.91,True,Chihuahua,15.41,True,Cardigan,11.77,True,918.0,2311.0
679777920601223168,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,1,bloodhound,52.88,True,bull_mastiff,42.01,True,French_bulldog,0.95,True,1281.0,3390.0
679828447187857408,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,Chihuahua,34.65,True,dalmatian,16.62,True,toy_terrier,11.75,True,15839.0,39726.0
679844490799091713,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,1,Airedale,90.38,True,Border_terrier,3.47,True,toy_poodle,2.14,True,887.0,2593.0
679854723806179328,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,1,llama,88.8,False,ram,9.5,False,chow,0.23,True,1402.0,3143.0
679862121895714818,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,1,EntleBucher,52.32,True,Greater_Swiss_Mountain_dog,43.17,True,Appenzeller,4.42,True,706.0,2678.0
679877062409191424,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,1,hog,80.95,False,hay,6.02,False,lumbermill,1.65,False,726.0,2155.0
680055455951884288,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,1,Samoyed,99.55,True,Great_Pyrenees,0.18,True,Pomeranian,0.07,True,8067.0,18278.0
680070545539371008,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,1,earthstar,12.77,False,Shih-Tzu,12.18,True,bubble,11.78,False,994.0,2818.0
680085611152338944,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,3,pillow,77.81,False,apron,9.5,False,wallet,4.93,False,10034.0,13959.0
680100725817409536,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,1,golden_retriever,69.9,True,chow,14.6,True,Pomeranian,3.49,True,1554.0,3891.0
680115823365742593,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,1,pug,99.94,True,French_bulldog,0.05,True,Boston_bull,0.0,True,1028.0,2972.0
680130881361686529,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,1,Maltese_dog,19.91,True,West_Highland_white_terrier,19.79,True,Shih-Tzu,15.71,True,1078.0,2519.0
680145970311643136,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,1,miniature_poodle,45.71,True,toy_poodle,22.65,True,Maltese_dog,6.77,True,1972.0,3955.0
680161097740095489,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,1,bluetick,26.87,True,miniature_pinscher,12.57,True,English_setter,8.94,True,828.0,2538.0
680176173301628928,https://pbs.twimg.com/media/CXB4nWnWEAAhLTX.jpg,1,Christmas_stocking,20.75,False,mask,19.39,False,feather_boa,15.27,False,1760.0,4263.0
680191257256136705,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,1,Brittany_spaniel,73.33,True,Welsh_springer_spaniel,25.16,True,English_springer,0.92,True,577.0,2356.0
680206703334408192,https://pbs.twimg.com/media/CXCUYcRW8AAObYM.jpg,1,Christmas_stocking,14.98,False,cloak,12.88,False,teddy,10.91,False,1323.0,3115.0
680221482581123072,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,1,bubble,24.02,False,hen,14.62,False,abaya,13.93,False,329.0,1598.0
680440374763077632,https://pbs.twimg.com/ext_tw_video_thumb/680440290977693696/pu/img/B900g7b-n-zhnwi5.jpg,1,space_heater,92.04,False,radiator,4.99,False,electric_fan,0.67,False,564.0,1583.0
680473011644985345,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,1,Lakeland_terrier,79.67,True,West_Highland_white_terrier,13.87,True,Norwich_terrier,1.63,True,844.0,2778.0
680494726643068929,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,1,kuvasz,43.86,True,Samoyed,11.16,True,Great_Pyrenees,6.41,True,542.0,1879.0
680497766108381184,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,1,Chihuahua,53.84,True,muzzle,8.43,False,ski_mask,7.67,False,2162.0,4639.0
680583894916304897,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,1,tub,88.98,False,bathtub,3.24,False,hippopotamus,1.42,False,1514.0,3939.0
680609293079592961,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,1,French_bulldog,70.08,True,Chihuahua,7.24,True,American_Staffordshire_terrier,3.96,True,816.0,2906.0
680798457301471234,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,1,ram,49.98,False,hog,28.38,False,ox,6.75,False,1182.0,3134.0
680801747103793152,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,1,pug,99.67,True,Labrador_retriever,0.14,True,Staffordshire_bullterrier,0.05,True,925.0,2600.0
680836378243002368,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,3,Pembroke,42.78,True,Shetland_sheepdog,16.07,True,Pomeranian,11.12,True,1513.0,3766.0
680889648562991104,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,1,Shetland_sheepdog,87.63,True,collie,7.83,True,Pomeranian,2.04,True,418.0,1945.0
680913438424612864,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,1,Pomeranian,61.57,True,golden_retriever,12.65,True,Chihuahua,8.72,True,705.0,2609.0
680934982542561280,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,1,Labrador_retriever,78.44,True,Siberian_husky,5.59,True,beagle,2.28,True,497.0,2285.0
680940246314430465,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,1,soft-coated_wheaten_terrier,28.96,True,West_Highland_white_terrier,15.72,True,toy_poodle,7.44,True,1225.0,3544.0
680959110691590145,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,2,carousel,50.1,False,feather_boa,6.44,False,pug,4.44,True,2243.0,4986.0
680970795137544192,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,1,pug,71.31,True,whippet,5.74,True,quilt,5.6,False,749.0,2665.0
681193455364796417,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,1,Pomeranian,99.26,True,keeshond,0.44,True,schipperke,0.08,True,1691.0,4077.0
681231109724700672,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,1,Irish_setter,40.6,True,cocker_spaniel,34.56,True,Airedale,14.79,True,540.0,2629.0
681242418453299201,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,1,motor_scooter,25.59,False,rifle,14.52,False,assault_rifle,9.7,False,624.0,1645.0
681261549936340994,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,1,Tibetan_terrier,38.21,True,miniature_poodle,9.54,True,Maltese_dog,6.57,True,308.0,1597.0
681281657291280384,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,1,Saint_Bernard,99.88,True,Pekinese,0.04,True,Great_Pyrenees,0.02,True,1258.0,3520.0
681297372102656000,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,1,Lhasa,48.24,True,Shih-Tzu,11.37,True,Pomeranian,9.62,True,1091.0,3490.0
681302363064414209,https://pbs.twimg.com/media/CXR44l9WcAAcG_N.jpg,1,frilled_lizard,32.63,False,tailed_frog,10.45,False,axolotl,7.25,False,2072.0,4347.0
681320187870711809,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,1,Samoyed,36.26,True,Eskimo_dog,24.54,True,Siberian_husky,10.82,True,863.0,2918.0
681339448655802368,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,1,seat_belt,53.24,False,Labrador_retriever,9.46,True,kuvasz,8.99,True,4598.0,10202.0
681523177663676416,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,1,Norfolk_terrier,20.51,True,German_shepherd,16.04,True,chow,15.62,True,6620.0,15749.0
681579835668455424,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,1,Rottweiler,76.07,True,Labrador_retriever,9.66,True,Staffordshire_bullterrier,4.03,True,1489.0,3893.0
681610798867845120,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,1,toy_poodle,82.17,True,miniature_poodle,11.6,True,Yorkshire_terrier,1.48,True,533.0,2100.0
681654059175129088,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,1,Pomeranian,80.05,True,chow,14.69,True,Pekinese,3.76,True,1045.0,2903.0
681679526984871937,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,1,birdhouse,47.24,False,teddy,14.21,False,pot,3.29,False,499.0,1923.0
681694085539872773,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,toy_poodle,92.1,True,miniature_poodle,6.09,True,Maltese_dog,0.61,True,4581.0,14010.0
681891461017812993,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,1,Chihuahua,20.36,True,doormat,13.43,False,toy_terrier,8.45,True,951.0,2706.0
681981167097122816,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,1,Labrador_retriever,45.26,True,golden_retriever,40.34,True,beagle,6.95,True,1161.0,3043.0
682003177596559360,https://pbs.twimg.com/media/CXb2RcDUsAEnkJb.jpg,1,triceratops,24.99,False,chimpanzee,6.09,False,mask,5.02,False,1722.0,3464.0
682032003584274432,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,1,schipperke,99.8,True,groenendael,0.07,True,miniature_pinscher,0.02,True,2294.0,7223.0
682047327939461121,https://pbs.twimg.com/media/CXcebTeWsAUQJ-J.jpg,1,teddy,36.41,False,doormat,11.92,False,toyshop,3.51,False,1088.0,3525.0
682059653698686977,https://pbs.twimg.com/media/CXcpovWWMAAMcfv.jpg,2,jigsaw_puzzle,99.59,False,Siamese_cat,0.08,False,pizza,0.04,False,1915.0,5442.0
682242692827447297,https://pbs.twimg.com/media/CXfQG_fW8AAjVhV.jpg,1,snorkel,50.5,False,loggerhead,34.53,False,scuba_diver,7.48,False,1341.0,3566.0
682259524040966145,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,1,Siberian_husky,43.97,True,Eskimo_dog,34.05,True,malamute,10.13,True,1375.0,4578.0
682303737705140231,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,1,seat_belt,99.77,False,Lakeland_terrier,0.17,True,Airedale,0.02,True,1135.0,3389.0
682389078323662849,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,1,curly-coated_retriever,48.23,True,flat-coated_retriever,31.53,True,Great_Dane,6.22,True,518.0,1828.0
682393905736888321,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,1,vizsla,65.73,True,paddle,9.03,False,Rhodesian_ridgeback,4.82,True,773.0,2441.0
682406705142087680,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,1,wombat,70.93,False,koala,16.98,False,beaver,7.94,False,2019.0,8319.0
682429480204398592,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,1,whippet,59.47,True,Italian_greyhound,31.41,True,Mexican_hairless,3.78,True,1320.0,3769.0
682638830361513985,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,1,English_springer,44.08,True,Cardigan,41.12,True,Border_collie,2.24,True,675.0,2266.0
682662431982772225,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,1,beagle,41.38,True,Cardigan,26.36,True,basset,16.76,True,1207.0,3326.0
682697186228989953,https://pbs.twimg.com/media/CXltdtaWYAIuX_V.jpg,1,bald_eagle,9.72,False,torch,9.66,False,cliff,9.04,False,397.0,1440.0
682750546109968385,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,1,English_setter,94.72,True,English_springer,3.11,True,Brittany_spaniel,0.55,True,494.0,1674.0
682788441537560576,https://pbs.twimg.com/media/CXnAdosWAAEMGCM.jpg,1,toyshop,37.56,False,orange,9.45,False,teddy,3.98,False,1258.0,2706.0
682962037429899265,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,1,dingo,27.86,False,Chihuahua,15.52,True,loupe,15.36,False,15043.0,26239.0
683030066213818368,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,1,boxer,72.22,True,bull_mastiff,19.38,True,French_bulldog,5.52,True,832.0,2370.0
